,year,geography,fips,cases_Female_Chlamydia_0-14,cases_Female_Chlamydia_15-19,cases_Female_Chlamydia_20-24,cases_Female_Chlamydia_25-29,cases_Female_Chlamydia_30-34,cases_Female_Chlamydia_35-39,cases_Female_Chlamydia_40-44,"cases_Female_Early Non-Primary, Non-Secondary Syphilis_0-14","cases_Female_Early Non-Primary, Non-Secondary Syphilis_15-19","cases_Female_Early Non-Primary, Non-Secondary Syphilis_20-24","cases_Female_Early Non-Primary, Non-Secondary Syphilis_25-29","cases_Female_Early Non-Primary, Non-Secondary Syphilis_30-34","cases_Female_Early Non-Primary, Non-Secondary Syphilis_35-39","cases_Female_Early Non-Primary, Non-Secondary Syphilis_40-44",cases_Female_Gonorrhea_0-14,cases_Female_Gonorrhea_15-19,cases_Female_Gonorrhea_20-24,cases_Female_Gonorrhea_25-29,cases_Female_Gonorrhea_30-34,cases_Female_Gonorrhea_35-39,cases_Female_Gonorrhea_40-44,cases_Female_Primary and Secondary Syphilis_0-14,cases_Female_Primary and Secondary Syphilis_15-19,cases_Female_Primary and Secondary Syphilis_20-24,cases_Female_Primary and Secondary Syphilis_25-29,cases_Female_Primary and Secondary Syphilis_30-34,cases_Female_Primary and Secondary Syphilis_35-39,cases_Female_Primary and Secondary Syphilis_40-44,cases_Male_Chlamydia_0-14,cases_Male_Chlamydia_15-19,cases_Male_Chlamydia_20-24,cases_Male_Chlamydia_25-29,cases_Male_Chlamydia_30-34,cases_Male_Chlamydia_35-39,cases_Male_Chlamydia_40-44,"cases_Male_Early Non-Primary, Non-Secondary Syphilis_0-14","cases_Male_Early Non-Primary, Non-Secondary Syphilis_15-19","cases_Male_Early Non-Primary, Non-Secondary Syphilis_20-24","cases_Male_Early Non-Primary, Non-Secondary Syphilis_25-29","cases_Male_Early Non-Primary, Non-Secondary Syphilis_30-34","cases_Male_Early Non-Primary, Non-Secondary Syphilis_35-39","cases_Male_Early Non-Primary, Non-Secondary Syphilis_40-44",cases_Male_Gonorrhea_0-14,cases_Male_Gonorrhea_15-19,cases_Male_Gonorrhea_20-24,cases_Male_Gonorrhea_25-29,cases_Male_Gonorrhea_30-34,cases_Male_Gonorrhea_35-39,cases_Male_Gonorrhea_40-44,cases_Male_Primary and Secondary Syphilis_0-14,cases_Male_Primary and Secondary Syphilis_15-19,cases_Male_Primary and Secondary Syphilis_20-24,cases_Male_Primary and Secondary Syphilis_25-29,cases_Male_Primary and Secondary Syphilis_30-34,cases_Male_Primary and Secondary Syphilis_35-39,cases_Male_Primary and Secondary Syphilis_40-44,ratePer100000_Female_Chlamydia_0-14,ratePer100000_Female_Chlamydia_15-19,ratePer100000_Female_Chlamydia_20-24,ratePer100000_Female_Chlamydia_25-29,ratePer100000_Female_Chlamydia_30-34,ratePer100000_Female_Chlamydia_35-39,ratePer100000_Female_Chlamydia_40-44,"ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_0-14","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_15-19","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_20-24","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_25-29","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_30-34","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_35-39","ratePer100000_Female_Early Non-Primary, Non-Secondary Syphilis_40-44",ratePer100000_Female_Gonorrhea_0-14,ratePer100000_Female_Gonorrhea_15-19,ratePer100000_Female_Gonorrhea_20-24,ratePer100000_Female_Gonorrhea_25-29,ratePer100000_Female_Gonorrhea_30-34,ratePer100000_Female_Gonorrhea_35-39,ratePer100000_Female_Gonorrhea_40-44,ratePer100000_Female_Primary and Secondary Syphilis_0-14,ratePer100000_Female_Primary and Secondary Syphilis_15-19,ratePer100000_Female_Primary and Secondary Syphilis_20-24,ratePer100000_Female_Primary and Secondary Syphilis_25-29,ratePer100000_Female_Primary and Secondary Syphilis_30-34,ratePer100000_Female_Primary and Secondary Syphilis_35-39,ratePer100000_Female_Primary and Secondary Syphilis_40-44,ratePer100000_Male_Chlamydia_0-14,ratePer100000_Male_Chlamydia_15-19,ratePer100000_Male_Chlamydia_20-24,ratePer100000_Male_Chlamydia_25-29,ratePer100000_Male_Chlamydia_30-34,ratePer100000_Male_Chlamydia_35-39,ratePer100000_Male_Chlamydia_40-44,"ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_0-14","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_15-19","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_20-24","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_25-29","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_30-34","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_35-39","ratePer100000_Male_Early Non-Primary, Non-Secondary Syphilis_40-44",ratePer100000_Male_Gonorrhea_0-14,ratePer100000_Male_Gonorrhea_15-19,ratePer100000_Male_Gonorrhea_20-24,ratePer100000_Male_Gonorrhea_25-29,ratePer100000_Male_Gonorrhea_30-34,ratePer100000_Male_Gonorrhea_35-39,ratePer100000_Male_Gonorrhea_40-44,ratePer100000_Male_Primary and Secondary Syphilis_0-14,ratePer100000_Male_Primary and Secondary Syphilis_15-19,ratePer100000_Male_Primary and Secondary Syphilis_20-24,ratePer100000_Male_Primary and Secondary Syphilis_25-29,ratePer100000_Male_Primary and Secondary Syphilis_30-34,ratePer100000_Male_Primary and Secondary Syphilis_35-39,ratePer100000_Male_Primary and Secondary Syphilis_40-44
1480,2020 (COVID-19 Pandemic),"Kings County, NY",36047,117.0,2589.0,3244.0,1858.0,885.0,430.0,190.0,0.0,9.0,12.0,15.0,7.0,12.0,7.0,37.0,622.0,684.0,368.0,230.0,93.0,62.0,1.0,5.0,6.0,8.0,7.0,1.0,3.0,11.0,1011.0,1833.0,1924.0,1335.0,693.0,355.0,0.0,15.0,88.0,225.0,267.0,151.0,111.0,12.0,404.0,1090.0,1499.0,1182.0,673.0,326.0,0.0,15.0,76.0,153.0,156.0,69.0,50.0,48.5,3888.1,4055.2,1512.8,740.2,428.7,222.0,0.0,13.5,15.0,12.2,5.9,12.0,8.2,15.3,934.1,855.0,299.6,192.4,92.7,72.5,0.4,7.5,7.5,6.5,5.9,1.0,3.5,4.3,1476.6,2513.3,1700.6,1165.7,733.4,457.3,0.0,21.9,120.7,198.9,233.1,159.8,143.0,4.7,590.0,1494.6,1325.0,1032.1,712.3,420.0,0.0,21.9,104.2,135.2,136.2,73.0,64.4
1481,2020 (COVID-19 Pandemic),"Kingsbury County, SD",46077,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.1,3252.0,900.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.2,793.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1482,2020 (COVID-19 Pandemic),"Kinney County, TX",48271,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,2020 (COVID-19 Pandemic),"Kiowa County, CO",8061,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1484,2020 (COVID-19 Pandemic),"Kiowa County, KS",20097,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,2020 (COVID-19 Pandemic),"Kiowa County, OK",40075,0.0,7.0,10.0,1.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2755.9,4608.3,401.6,0.0,0.0,0.0,,,,,,,,0.0,0.0,921.7,1204.8,840.3,408.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.8,843.9,749.1,0.0,0.0,0.0,,,,,,,,0.0,0.0,1265.8,0.0,0.0,1282.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486,2020 (COVID-19 Pandemic),"Kit Carson County, CO",8063,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3184.7,473.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.5,636.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896.9,2994.0,458.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.4,1197.6,0.0,529.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1487,2020 (COVID-19 Pandemic),"Kitsap County, WA",53035,9.0,193.0,259.0,118.0,49.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,37.0,26.0,12.0,9.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,47.0,163.0,53.0,43.0,24.0,10.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,13.0,22.0,24.0,26.0,10.0,9.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,40.2,2763.9,3361.5,1249.6,547.2,233.5,120.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,186.2,480.2,275.3,134.0,105.1,80.4,0.0,0.0,0.0,21.2,0.0,0.0,0.0,4.2,617.7,1340.5,451.7,420.0,254.0,130.5,0.0,0.0,0.0,8.5,9.8,21.2,13.1,4.2,170.9,180.9,204.5,254.0,105.8,117.5,0.0,0.0,8.2,0.0,39.1,0.0,13.1
1488,2020 (COVID-19 Pandemic),"Kittitas County, WA",53037,0.0,35.0,71.0,16.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,34.0,6.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1741.3,1900.9,1051.9,404.2,392.5,179.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.8,107.1,328.7,0.0,78.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.3,896.4,318.8,349.4,155.4,163.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0,0.0,0.0,0.0
1489,2020 (COVID-19 Pandemic),"Kittson County, MN",27069,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,2020 (COVID-19 Pandemic),"Klamath County, OR",41035,1.0,67.0,70.0,49.0,17.0,16.0,4.0,,,,,,,,0.0,12.0,27.0,35.0,13.0,12.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,34.0,17.0,11.0,8.0,3.0,,,,,,,,0.0,5.0,18.0,16.0,21.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,3734.7,3686.2,2192.4,814.2,837.3,230.9,,,,,,,,0.0,668.9,1421.8,1566.0,622.6,627.9,288.7,0.0,0.0,0.0,0.0,47.9,0.0,0.0,0.0,768.1,1695.8,715.5,520.3,418.0,164.3,,,,,,,,0.0,240.0,897.8,673.4,993.4,313.5,219.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1491,2020 (COVID-19 Pandemic),"Kleberg County, TX",48273,3.0,50.0,69.0,25.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,6.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,17.0,31.0,11.0,6.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,6.0,6.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,102.3,3623.2,3126.4,2244.2,470.6,345.6,0.0,0.0,0.0,45.3,0.0,0.0,0.0,0.0,0.0,362.3,362.5,538.6,235.3,115.2,145.1,0.0,0.0,45.3,89.8,235.3,0.0,0.0,63.2,1178.1,1303.6,831.4,586.5,103.6,0.0,0.0,69.3,0.0,151.2,0.0,0.0,137.6,0.0,277.2,252.3,453.5,195.5,414.5,0.0,0.0,0.0,42.1,75.6,0.0,0.0,0.0
1492,2020 (COVID-19 Pandemic),"Klickitat County, WA",53039,0.0,19.0,9.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3398.9,2054.8,909.1,323.1,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.8,323.1,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.2,1996.0,521.7,0.0,287.4,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.5,143.7,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1493,2020 (COVID-19 Pandemic),"Knott County, KY",21119,0.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.9,622.4,898.9,0.0,256.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.7,372.4,238.7,287.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1494,2020 (COVID-19 Pandemic),"Knox County, IL",17095,2.0,62.0,72.0,32.0,7.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,18.0,18.0,12.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,19.0,15.0,10.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0,16.0,14.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,50.4,3959.1,4494.4,2454.0,564.1,232.2,231.5,0.0,0.0,0.0,76.7,0.0,0.0,0.0,0.0,702.4,1123.6,1380.4,967.0,619.2,231.5,0.0,0.0,0.0,0.0,80.6,77.4,0.0,0.0,1072.6,1054.4,871.1,619.6,267.6,194.9,0.0,0.0,0.0,58.1,0.0,0.0,0.0,0.0,504.7,333.0,929.2,867.4,267.6,389.9,0.0,0.0,0.0,0.0,62.0,66.9,0.0
1495,2020 (COVID-19 Pandemic),"Knox County, IN",18083,0.0,28.0,27.0,20.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,7.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,13.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2232.9,2075.3,2034.6,718.7,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.2,691.8,712.1,308.0,286.8,104.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,381.0,780.3,522.2,425.9,259.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.1,348.1,85.2,259.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1496,2020 (COVID-19 Pandemic),"Knox County, KY",21121,4.0,13.0,26.0,10.0,5.0,2.0,1.0,0.0,1.0,0.0,2.0,4.0,2.0,0.0,1.0,9.0,4.0,5.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,11.0,13.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,136.5,1326.5,2898.6,939.0,528.0,221.2,105.3,0.0,102.0,0.0,187.8,422.4,221.2,0.0,34.1,918.4,445.9,469.5,211.2,221.2,105.3,0.0,0.0,334.4,93.9,0.0,110.6,105.3,0.0,1048.6,1196.0,585.9,216.0,225.5,113.6,0.0,0.0,0.0,97.7,108.0,338.2,113.6,0.0,381.3,828.0,97.7,108.0,0.0,0.0,0.0,0.0,276.0,195.3,108.0,112.7,113.6
1497,2020 (COVID-19 Pandemic),"Knox County, ME",23013,1.0,10.0,12.0,5.0,2.0,0.0,0.0,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,1107.4,1340.8,531.3,206.4,0.0,0.0,,,,,,,,0.0,110.7,111.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.4,99.9,90.7,85.8,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,85.8,0.0,91.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1498,2020 (COVID-19 Pandemic),"Knox County, MO",29103,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1499,2020 (COVID-19 Pandemic),"Knox County, NE",31107,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.8,1190.5,555.6,578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.0,0.0,0.0,555.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,0.0,0.0,1111.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,2020 (COVID-19 Pandemic),"Knox County, OH",39083,1.0,44.0,37.0,19.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,7.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,1823.5,1509.6,1117.0,621.8,234.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,470.3,282.6,58.7,61.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,544.2,400.5,184.3,59.3,120.0,0.0,0.0,0.0,0.0,61.4,0.0,0.0,0.0,0.0,83.7,171.6,368.6,177.9,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1501,2020 (COVID-19 Pandemic),"Knox County, TN",47093,16.0,459.0,565.0,247.0,141.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,167.0,103.0,73.0,52.0,22.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,165.0,310.0,167.0,121.0,63.0,33.0,0.0,0.0,4.0,5.0,3.0,3.0,1.0,0.0,47.0,116.0,124.0,123.0,85.0,52.0,0.0,2.0,7.0,8.0,7.0,5.0,4.0,40.3,3024.1,2771.1,1436.8,902.4,252.5,84.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,586.4,819.1,599.2,467.2,328.3,154.1,0.0,6.6,4.9,0.0,12.8,0.0,0.0,7.2,1043.2,1489.5,982.6,804.0,416.7,236.7,0.0,0.0,19.2,29.4,19.9,19.8,7.2,0.0,297.1,557.3,729.6,817.3,562.2,373.0,0.0,12.6,33.6,47.1,46.5,33.1,28.7
1502,2020 (COVID-19 Pandemic),"Knox County, TX",48275,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1503,2020 (COVID-19 Pandemic),"Kodiak Island Borough, AK",2150,0.0,5.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1396.6,1362.4,785.9,618.6,207.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.9,371.7,709.2,0.0,197.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.9,371.7,0.0,0.0,197.2,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1504,2020 (COVID-19 Pandemic),"Koochiching County, MN",27071,0.0,3.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824.2,2092.1,0.0,0.0,332.2,671.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.9,375.9,0.0,337.8,325.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
